Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,122,CHRISTUS SPEC PHY PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450102,PHS,PHS/340B Acct
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),83467,WALG 16287/SANFRD USD PHS,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH430027,PHS,PHS Contract Pharmacy
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),83468,WALG 15438/SANFRD USD PHS,Active,SECONDARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIR S,CANTON,MI,48188,DSH430027,PHS,PHS Contract Pharmacy
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),83476,CYSTIC FIBR SVC/SNFRD PHS,Active,SECONDARY,8545,8000|8545,FC6609107,10530 JOHN W ELLIOTT #200,FRISCO,TX,75033,DSH430027,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72859,OREGON HLTH SCIENCE CTR,72859,OREGON HLTH SCIENCE CTR,83582,CAREMRK ADV TCH/UNHSP PHS,Active,SECONDARY,8545,8000|8545,FC3186815,1780 WALL STREET,MT PROSPECT,IL,60056,DSH380009,PHS,PHS Contract Pharmacy
BENNETT CORLEY,640,UNIV HLTH SAN ANTONIO TX (PHS),640,UNIV HLTH SAN ANTONIO TX (PHS),83802,WALG 02458/UHS        PHS,Active,SECONDARY,8545,8000|8545,BW0724218,7802 WURZBACH RD,SAN ANTONIO,TX,78229,DSH450213,PHS,PHS Contract Pharmacy
BENNETT CORLEY,640,UNIV HLTH SAN ANTONIO TX (PHS),640,UNIV HLTH SAN ANTONIO TX (PHS),83855,WALG 02755/UHS        PHS,Active,SECONDARY,8545,8000|8545,BW3988029,3065 RIGSBY AVE,SAN ANTONIO,TX,78222,DSH450213,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2133,UNIV OF MISSISSIPPI MED CTR,2133,UNIV OF MISSISSIPPI MED CTR,84239,WALG 15317/UNIV MS MC PHS,Active,SECONDARY,8545,8000|8545,FW3121390,1424 UNION AVE,MEMPHIS,TN,38104,DSH250001,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2062,CHRISTUS HEALTH LA,2062,CHRISTUS HEALTH LA,84297,CAREPLS CVS2751/CSMCH PHS,Active,SECONDARY,8545,8000|8545,BC6612522,426 S HENDERSON STREET,FORT WORTH,TX,76104,DSH450801,PHS,PHS Contract Pharmacy
BENNETT CORLEY,73328,UNIV OF VIRGINIA HOSP,73328,UNIV OF VIRGINIA HOSP,84539,UNIV OF VA HOSP MPB,Active,SECONDARY,8545,8000|8545,AU2496291,1215 LEE ST,CHARLOTTESVILLE,VA,22908,0,GPO,GPO Acct.
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,84675,VCU HL AOP INF PHS MPB,Active,SECONDARY,8545,8000|8545,FV1043506,1001 E LEIGH ST FL 5,RICHMOND,VA,23298,DSH490032,PHS,PHS/340B Acct
BENNETT CORLEY,40308,VCU MAIN PHCY RICHMOND VA,40308,VCU MAIN PHCY RICHMOND VA,84682,VCU HL AOP INF WACA34 MPB,Active,SECONDARY,8545,8000|8545,FV1043506,1001 E LEIGH ST FL 5,RICHMOND,VA,23298,DSH490032,WAC,WAC Acct.
MARY BERRESFORD,21355,ST LUKES REG MED CTR ID,1792,ST LUKES REG MED CTR ID,84770,ST LUKES HS SPEC PHS MPB,Active,SECONDARY,8545,8000|8545,FS1274581,11801 W EXECUTIVE DR,BOISE,ID,83713,DSH130006,PHS,PHS/340B Acct
KATY MCCASH,72445,LIVONIA OP SURGY CTR,72445,LIVONIA OP SURGY CTR,85337,LIVONIA OP SURGY CTR MPB,Active,SECONDARY,8545,8000|8545,BK7900889,33400 WEST 6 MILE ROAD,LIVONIA,MI,48152,0,GPO,GPO Acct.
MARY BERRESFORD,72614,SCOTTISH RITE,72614,SCOTTISH RITE,85544,SCOTTISH RITE HOSP MPB,Active,SECONDARY,8545,8000|8545,AS1203924,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,0,GPO,GPO Acct.
KATY MCCASH,40050,BAPTIST HEALTH SYSTEM (FLOYD),40052,BAPTIST HLTH CORBIN KY,85806,BAPT HLTH LEX WACA34 MPB,Active,SECONDARY,8545,8000|8545,AB3024243,1740 NICHOLASVILLE RD,LEXINGTON,KY,40503,DSH180103,WAC,WAC Acct.
BENNETT CORLEY,640,UNIV HLTH SAN ANTONIO TX (PHS),640,UNIV HLTH SAN ANTONIO TX (PHS),85895,WALG 07371/UHS        PHS,Active,SECONDARY,8545,8000|8545,BW9655652,7019 S ZARZAMORA ST,SAN ANTONIO,TX,78224,DSH450213,PHS,PHS Contract Pharmacy
BENNETT CORLEY,640,UNIV HLTH SAN ANTONIO TX (PHS),640,UNIV HLTH SAN ANTONIO TX (PHS),86002,WALG 09615/UHS        PHS,Active,SECONDARY,8545,8000|8545,BW9623439,3030 GOLIAD RD,SAN ANTONIO,TX,78223,DSH450213,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,86271,CHRISTUS/CH SHREV PHS MPB,Active,SECONDARY,8545,8000,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,RRC190041-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,86273,CHRISTUS/CH SPOHN PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,86275,CHRISTUS/CH CBRNI PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH190019,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,86287,KAISER PERM GIP MPB,Active,SECONDARY,8545,8000|8545,FK3047657,655 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,0,GPO,GPO Acct.
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,86300,CHRISTUS/CH STMCH PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450801,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72008,AKRON GENERAL MED CTR,72008,AKRON CHILDREN'S HOSPITAL,86480,ACRDO NWC/AKRN CH PHS MPB,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIR STE 1,NEW CASTLE,DE,19720,PED363303-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72008,AKRON GENERAL MED CTR,72008,AKRON CHILDREN'S HOSPITAL,86521,ACRDO MEM/AKRN CH PHS MPB,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CENTER PKWY # 109,MEMPHIS,TN,38134,PED363303-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72008,AKRON GENERAL MED CTR,72008,AKRON CHILDREN'S HOSPITAL,86524,ACRDO TEM/AKRN CH PHS MPB,Active,SECONDARY,8545,8000|8545,BA9437042,2040 W RIO SALADO PKWY STE 101B,TEMPE,AZ,85281,PED363303-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72904,PENN STATE  MILTON S HERSHEY,72904,GEORGETOWN MEM HOSP,86780,PSH LIME SP CHEMO PHS MPB,Active,SECONDARY,8545,8000|8545,FP8104654,2221 NOLL DR,LANCASTER,PA,17603,DSH390256,PHS,PHS/340B Acct
MARY BERRESFORD,1730,ERLANGER MEDICAL CENTER TN,1730,ERLANGER MEDICAL CENTER TN,87162,WALG 16287/ERLANG PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH440104,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1730,ERLANGER MEDICAL CENTER TN,1730,ERLANGER MEDICAL CENTER TN,87165,CYSTIC FIB/ERLANG PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,10530 JOHN W ELLIOTT DR STE 200,FRISCO,TX,75033,DSH440104,PHS,PHS Contract Pharmacy
MARY BERRESFORD,633,BAYLOR SCOTT & WHITE,633,BAYLOR SCOTT & WHITE,87183,WALMART 0077/SCOTWHITEPHS,Active,SECONDARY,8545,8000|8545,BW5568540,3701 NORTH MAIN STREET,TAYLOR,TX,76574,DSH450054,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,87315,KAISER FND PHY 221 MPB,Active,SECONDARY,8545,8000|8545,BK2412081,3285 CLAREMONT WAY,NAPA,CA,94558,0,GPO,GPO Acct.
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,87915,CTR FOR CANCER WACA34 MPB,Active,SECONDARY,8545,8000|8545,FT1195165,1000 W LA VETA AVE,ORANGE,CA,92868,DSH050069G,WAC,WAC Acct.
KATY MCCASH,40847,UNIV OF TENNESSEE MED CTR TN,40847,UNIV OF TENNESSEE MED CTR TN,88840,UNIV CANCER SPEC PHS MPB,Active,SECONDARY,8545,8000|8545,FU9063998,5779 CREEKWOOD PARK BLVD STE 150,LENOIR CITY,TN,37772,DSH440015,PHS,PHS/340B Acct
KATY MCCASH,40847,UNIV OF TENNESSEE MED CTR TN,40847,UNIV OF TENNESSEE MED CTR TN,88844,UNIV CNCR SPEC WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU9063998,5779 CREEKWOOD PARK BLVD STE 150,LENOIR CITY,TN,37772,DSH440015,WAC,WAC Acct.
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,88926,WALG 16287/UMIAMI PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,CAN100079-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,89605,SCHUYLKILL MED CTR MPB,Active,SECONDARY,8545,8000|8545,AG2452845,700 E NORWEGIAN ST,POTTSVILLE,PA,17901,0,GPO,GPO Acct.
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,91500,CAREMARK TX SP/NE MDC PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,91954,CAREMARK NJ SP/UNM AC PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE UNIT B-5,FAIRFIELD,NJ,7004,RWI33136,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,91982,CAREMARK IL SP/UNM AC PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI33136,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,92441,LEHIGH VLY HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,AG2452845,700 E NORWEGIAN ST,POTTSVILLE,PA,17901,DSH390030,PHS,PHS/340B Acct
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,92493,LEHIGH VLY HSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,AG2452845,700 E NORWEGIAN ST,POTTSVILLE,PA,17901,DSH390030,WAC,WAC Acct.
BENNETT CORLEY,72387,UNIV OF INDIANA HEALTH,72387,UNIV OF INDIANA HEALTH,92743,IU HEALTH BEDFORD MPB,Active,SECONDARY,8545,8000|8545,AE2715944,2900 W 16TH ST,BEDFORD,IN,47421,0,GPO,GPO Acct.
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,93485,WALG21141/UCDAVIS PHS MPB,Active,SECONDARY,8545,8000|8545,FW0572138,217 ALMA ST STE 200,PALO ALTO,CA,94301,DSH050599,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40083,UNIV OF TEXAS MED BRANCH-UTMB,40083,UNIV OF TEXAS MED BRANCH-UTMB,93524,UTMB HLCC INF PHS MPB,Active,SECONDARY,8545,8000|8545,FU1917294,2240 GULF FWY S,LEAGUE CITY,TX,77573,DSH450018BS,PHS,PHS/340B Acct
BENNETT CORLEY,40083,UNIV OF TEXAS MED BRANCH-UTMB,40083,UNIV OF TEXAS MED BRANCH-UTMB,93532,UTMB HLCC INF WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU1917294,2240 GULF FWY S,LEAGUE CITY,TX,77573,DSH450018BS,WAC,WAC Acct.
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),94692,WALG 15443/SNFRDBSMRK PHS,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT #100,FRISCO,TX,75033,DSH350015,PHS,PHS Contract Pharmacy
MARY BERRESFORD,815,SANFORD MED CENTER SD (PHS),815,SANFORD MED CENTER SD (PHS),94696,WALG 16287/SNFRDBSMRK PHS,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH350015,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,94718,OPTUM707 CA/UN CA DVS PHS,Active,SECONDARY,8545,8000|8545,FM5353735,4900 RIVERGRADE RD # E110,IRWINDALE,CA,91706,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,94721,OPTUM702 IN/UN CA DVS PHS,Active,SECONDARY,8545,8000|8545,FB4247943,1050 PATROL ROAD,JEFFERSONVILLE,IN,47130,DSH050599,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,95251,CAREMARK FL SP/AHFBSC PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI32204G,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,95304,CAREMARK FL SP/AHF HS PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33033,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,95379,CVS CRMRK2921/AHF LC  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI32204C,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,95482,CVS CRMRK2921/AHF VLY PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI914031,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,95886,CAREMARK FL SP/CCRW6H PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33316H,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,95900,CAREMARK IL SP/CCRW6H PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI33316H,PHS,PHS Contract Pharmacy
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,95936,MCDOWELL ARH PHCY GPO,Active,SECONDARY,8545,8000|8545,AM3036298,9879 KY HWY 122,MC DOWELL,KY,41647,0,GPO,GPO Acct.
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,95949,COH NMC OC RTL WACA34 MPB,Active,SECONDARY,8545,8000|8545,FC1880930,1000 FIVEPOINT RM 1-006,IRVINE,CA,92618,CAN050146-00,WAC,WAC Acct.
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,95965,RITE AID 04385/HENRYFOPHS,Active,SECONDARY,8545,8000|8545,AP1055133,2003 EAST 12 MILE ROAD,WARREN,MI,48092,DSH230053,PHS,PHS Contract Pharmacy
BENNETT CORLEY,40054,COH NMC HSP,40054,COH NMC HSP,95987,COH NMC LCC PHS MPB,Active,SECONDARY,8545,8000|8545,FC1880954,1000 FIVEPOINT,IRVINE,CA,92618,CAN050146-00,PHS,PHS/340B Acct
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,96141,KAISER INPNT PHRMCY MPB,Active,SECONDARY,8545,8000|8545,BK0309496,5601 DESOTO AVE RM I,WOODLAND HILLS,CA,91367,0,GPO,GPO Acct.
BENNETT CORLEY,72952,PROVIDENCE HOSP NW,72954,PROVIDENCE HLTH SYS WA,96546,PROV SCRD HRT AP PHS MPB,Active,SECONDARY,8545,8000|8545,,105 W 8TH AVE STE 350E,SPOKANE,WA,99204,DSH500054E,PHS,PHS/340B Acct
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,96596,TUG VALLEY ARH PHCY PHS,Active,SECONDARY,8545,8000|8545,AW2974029,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,DSH180069,PHS,PHS/340B Acct
MARY BERRESFORD,73459,(I) WRIGHT MEM HOSP,73459,(I) WRIGHT MEM HOSP,96972,WRIGHT MEM HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,AW3943405,191 IOWA BLVD,TRENTON,MO,64683,CAH261309-00,PHS,PHS/340B Acct
KATY MCCASH,2561,HONOR HEALTH AZ,2561,HONOR HEALTH AZ,97889,VGPCCN TEMPE PHS MPB,Active,SECONDARY,8545,8000|8545,,7695 S RESEARCH DRIVE,TEMPE,AZ,85284,DSH030014AE,PHS,PHS/340B Acct
KATY MCCASH,40334,ELIOR,40334,ELIOR,97953,HUDSON VALLEY HOSP MPB,Active,SECONDARY,8545,8000|8545,AP1860483,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,0,GPO,GPO Acct.
MARY BERRESFORD,72934,PROMEDICA,72934,PROMEDICA,98154,LIMA MEM HLTH SYS MPB,Active,SECONDARY,8545,8000|8545,BL6925967,1001 BELLEFONTAINE AVE,LIMA,OH,45804,0,GPO,GPO Acct.
BENNETT CORLEY,72134,CHCA - COLORADO CHILDRENS,72134,CHCA - COLORADO CHILDRENS,98207,CHILDRENS CO SPEC PHS MPB,Active,SECONDARY,8545,8000|8545,FC8738758,860 POTOMAC CIR,AURORA,CO,80011,PED063301-00,PHS,PHS/340B Acct
BENNETT CORLEY,72134,CHCA - COLORADO CHILDRENS,72134,CHCA - COLORADO CHILDRENS,98213,CHILD CO SPEC WACA34 MPB,Active,SECONDARY,8545,8000|8545,FC8738758,860 POTOMAC CIR,AURORA,CO,80011,PED063301-00,WAC,WAC Acct.
BENNETT CORLEY,40845,UNIVERSITY MEDICAL CENTER,40845,UNIVERSITY MEDICAL CENTER,98322,UNIV MED CTR WACA34 MPB,Active,SECONDARY,8545,8000|8545,AL9696381,602 INDIANA AVENUE,LUBBOCK,TX,79415,DSH450686,WAC,WAC Acct.
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98511,CVS CRMRK2921/CCRWI6H PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33316H,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98520,CAREMARK FL SP/CCST60 PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98530,CAREMARK NJ SP/CCST60 PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98531,CAREMARK NC SP/CCST60 PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98536,CAREMARK TN SP/CCST60 PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98544,CAREMARK NV SP/CCST60 PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98547,CVS CRMRK2921/CCSTD60 PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,STD33460,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98575,CAREMARK CA SP/CCST51 PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,STD850151,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98579,CAREMARK NJ SP/CCST51 PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,STD850151,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,98587,CAREMARK NV SP/CCST51 PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,STD850151,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,98717,KAISER C MOB PHCY MPB,Active,SECONDARY,8545,8000|8545,AK3120730,1150 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,0,GPO,GPO Acct.
BENNETT CORLEY,1156,UNIV CA SAN DIEGO MED CTR CA,1156,UNIV CA SAN DIEGO MED CTR CA,98856,CAREMARK NC SP/UCSDMC PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH050025,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1156,UNIV CA SAN DIEGO MED CTR CA,1156,UNIV CA SAN DIEGO MED CTR CA,98858,CAREMARK TX SP/UCSDMC PHS,Active,SECONDARY,8545,8000|8545,FC6963157,1001 SPINKS ROAD STE 280,FLOWER MOUND,TX,75028,DSH050025,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1156,UNIV CA SAN DIEGO MED CTR CA,1156,UNIV CA SAN DIEGO MED CTR CA,98869,CAREMARK NV SP/UCSDMC PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH050025,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,98878,KAISER FOUNDATION 21A MPB,Active,SECONDARY,8545,8000|8545,BK4473005,975 SERENO DRIVE,VALLEJO,CA,94589,0,GPO,GPO Acct.
KATY MCCASH,40110,CAPE FEAR VALLEY MED CTR NC,40110,CAPE FEAR VALLEY MED CTR NC,99039,CAPE FEAR MED WAC A34 MPB,Active,SECONDARY,8545,8000|8545,AC3205540,1638 OWEN DR,FAYETTEVILLE,NC,28301,DSH340028,WAC,WAC Acct.
MARY BERRESFORD,2400,CARILION GILES COMM HOSP VA,2400,CARILION GILES COMM HOSP VA,99421,CAREMARK NC SP/CGILES PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,CAH491302-00,PHS,PHS Contract Pharmacy
KATY MCCASH,40260,HC PHARMACY,40260,HC PHARMACY,99573,DS UPMC HAMOT,Active,SECONDARY,8545,8000|8545,AH1702744,201 STATE STREET,ERIE,PA,16550,0,GPO,GPO Acct.
MARY BERRESFORD,2400,CARILION GILES COMM HOSP VA,2400,CARILION GILES COMM HOSP VA,99891,CAREMARK NJ SP/CRB CH PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,CAH491304-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2400,CARILION GILES COMM HOSP VA,2400,CARILION GILES COMM HOSP VA,99906,CAREMARK NC SP/CRB CH PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,CAH491304-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2400,CARILION GILES COMM HOSP VA,2400,CARILION GILES COMM HOSP VA,99923,CVS CRMRK2921/CRB CH  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,CAH491304-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72478,MAYO CLINIC,72478,MAYO CLINIC,100005,MAYO CLINIC HLTH SYS MPB,Active,SECONDARY,8545,8000|8545,AI3642015,1025 MARSH ST,MANKATO,MN,56001,0,GPO,GPO Acct.
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,100121,UCDAVIS AD INF PHS MPB,Active,SECONDARY,8545,8000|8545,FU3474652,2279 45TH ST RM 3262,SACRAMENTO,CA,95817,DSH050599,PHS,PHS/340B Acct
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,100125,UCDAVIS AD INF WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU3474652,2279 45TH ST RM 3262,SACRAMENTO,CA,95817,DSH050599,WAC,WAC Acct.
MARY BERRESFORD,639,UNIV OF CALIF DAVIS,639,UNIV OF CALIF DAVIS,100253,UCDAVIS PCH IF PHS MPB,Active,SECONDARY,8545,8000|8545,FU3477684,550 W RANCH VIEW DR STE 1600,ROCKLIN,CA,95765,DSH050599,PHS,PHS/340B Acct
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,100257,OPTUM 707/UCSF PHS,Active,SECONDARY,8545,8000|8545,FM5353735,4900 RIVERGRADE RD STE E110,IRWINDALE,CA,91706,DSH050454,PHS,PHS Contract Pharmacy
